Customer Name,Recency,Frequency,Monetary
Jason Wilson,17,25,68007
Jason Wolf,36,11,26162
Jason Wolfe,740,7,18642
Jason Wood,287,9,25270
Jason Wright,209,10,21807
Jason Yoder,2,3,10691
Jason York,180,5,11433
Jason Zhang,226,1,1464
Javier Baker,35,3,4358
Javier Bishop,65,8,26737
Javier Clay,339,2,4092
Javier Evans,14,5,10969
Javier Gonzales,37,9,23647
Javier Joseph,116,10,26614
Javier King,1256,1,3287
Javier Meyer,42,5,12880
Javier Ramos,130,7,22883
Javier Roberson,158,6,14485
Javier Robinson,230,4,9927
Javier Saunders,85,5,14788
Javier Taylor,307,5,15632
Jay Adams MD,314,1,3821
Jay Alexander,58,5,11311
Jay Alvarez,83,9,25872
Jay Barton,300,2,4471
Jay Bowen,93,5,14593
Jay Boyd,211,3,11329
Jay Brown,127,13,40463
Jay Butler,300,8,22095
Jay Caldwell,27,4,11038
Jay Cameron,100,4,11776
Jay Carrillo,39,7,15743
Jay Clark,202,10,22385
Jay Collins,374,6,13874
Jay Conley,0,5,18755
Jay Douglas,15,5,15758
Jay Garcia,127,2,3417
Jay Garner,283,6,22619
Jay Gill,217,4,11936
Jay Hernandez,284,5,11726
Jay Johnson,427,4,7318
Jay Martinez,290,4,11035
Jay Mcdaniel,507,4,12095
Jay Melendez,442,7,14719
Jay Meyer,220,8,24870
Jay Montgomery,166,7,15068
Jay Myers,107,12,37282
Jay Park,145,1,204
Jay Peters,196,6,16923
Jay Pope,805,3,9863
Jay Randall,1280,1,4127
Jay Smith,45,17,49020
Jay Stevens,94,4,5827
Jay Sutton,292,2,2488
Jay Thompson,599,1,1999
Jay Webster,100,4,12705
Jay Wells,925,3,7971
Jean Alvarado,83,5,21494
Jean Bennett,128,10,29934
Jean Brown,30,8,17859
Jean Butler,103,6,14679
Jean Calhoun,188,6,12344
Jean Dominguez,378,5,11038
Jean Harper,160,3,9712
Jean Hart,268,5,17695
Jean Holland,14,12,40646
Jean Jenkins,23,7,22746
Jean Mccoy,29,7,18427
Jean Patel,418,4,5364
Jean Payne,18,5,17226
Jean Rich,163,3,7329
Jean Romero,67,7,27872
Jean Russell,526,2,9804
Jean Sanders,41,6,14904
Jean Stewart,407,3,4507
Jean Thomas,39,10,36121
Jean Warren,49,4,5430
Jean Williams,24,6,18557
Jean Wilson,99,9,33018
Jean Wood,0,6,18602
Jeanette Anderson,90,7,21751
Jeanette Cooley,33,5,13835
Jeanette Costa,124,5,14998
Jeanette Garner,315,4,7863
Jeanette Harris,57,9,27143
Jeanette Hernandez,18,7,23935
Jeanette Johnson,161,7,23613
Jeanette Miller,79,6,18142
Jeanette Moore,32,17,54904
Jeanette Powers,118,5,19040
Jeanette Reid DDS,20,5,11759
Jeanette Rivera,166,6,15695
Jeanette Shields,253,3,5502
Jeanette Smith,188,7,18825
Jeanette Snow,917,2,5072
Jeanette Thompson,335,6,21497
Jeanette Watson,57,6,11446
Jeanette Wong,65,8,23581
Jeanne Brown,185,6,15237
Jeanne Chavez,762,5,14640
Jeanne Farmer,473,3,8984
Jeanne Garrison,64,6,18965
Jeanne Mccarthy,584,3,12425
Jeanne Morgan,367,9,26219
Jeanne Reid,205,4,6591
Jeanne Smith,622,2,4585
Jeanne Vaughan,14,5,18265
Jeanne Velazquez,107,7,17790
Jeff Acevedo,200,2,6327
Jeff Adams,147,4,9050
Jeff Anderson,349,7,21503
Jeff Bell,50,6,13242
Jeff Brooks,112,6,15042
Jeff Clark,133,4,10715
Jeff Cummings,15,6,17378
Jeff Espinoza,388,6,20023
Jeff Figueroa,442,4,8861
Jeff Hernandez,1166,1,579
Jeff Johnson,276,4,12010
Jeff Kelley,41,6,16734
Jeff Leonard,223,4,12759
Jeff Macdonald,110,6,13940
Jeff Melton,66,4,13532
Jeff Mills,51,3,7495
Jeff Moon,393,5,17234
Jeff Morgan,195,5,15196
Jeff Nelson,194,4,14766
Jeff Pennington,93,5,9645
Jeff Summers,720,3,5521
Jeff Walker,236,8,24778
Jeff Warren,123,7,26089
Jeff York,202,12,26597
Jeffery Armstrong,989,3,5069
Jeffery Arnold,614,3,3501
Jeffery Baldwin,121,7,20302
Jeffery Barnett,531,3,6839
Jeffery Bernard,73,8,24133
Jeffery Byrd,112,9,23750
Jeffery Daniels,741,2,4556
Jeffery Davis,33,6,15473
Jeffery Duarte,288,9,22265
Jeffery Dunn,323,5,11200
Jeffery Ford,195,7,19770
Jeffery Foster,686,3,5564
Jeffery Frank,745,2,6339
Jeffery Garcia,33,12,30028
Jeffery Graham,196,2,9345
Jeffery Graves,316,7,18142
Jeffery Gray,96,7,18918
Jeffery Guerra,37,12,36810
Jeffery Herring,92,8,17986
Jeffery Hicks,217,7,19347
Jeffery Ingram,135,9,26148
Jeffery Jimenez,62,6,17609
Jeffery Jones,21,5,8334
Jeffery Juarez,242,5,5295
Jeffery Kaufman,121,7,19921
Jeffery Keith,933,5,17124
Jeffery Knapp,19,9,21856
Jeffery Lawson,105,8,20743
Jeffery Lee,40,9,30369
Jeffery Lloyd,217,7,19930
Jeffery Long,184,3,7391
Jeffery Marquez,462,3,6698
Jeffery Marshall,386,5,19604
Jeffery Martinez,47,5,14359
Jeffery Mathis,149,5,13202
Jeffery Mccormick,540,4,7321
Jeffery Meadows,53,3,11579
Jeffery Miller,72,9,31268
Jeffery Newman,121,7,24561
Jeffery Newton,166,7,15555
Jeffery Nguyen,759,3,7780
Jeffery Olson,352,4,14014
Jeffery Ortega,79,5,15615
Jeffery Palmer,172,2,5154
Jeffery Parker,104,6,13621
Jeffery Pena,272,6,17840
Jeffery Peterson,150,5,14539
Jeffery Ponce,53,11,27995
Jeffery Potter,758,3,7479
Jeffery Ramirez,239,3,8603
Jeffery Reed,499,3,10796
Jeffery Richardson,224,8,25669
Jeffery Robinson,136,5,10143
Jeffery Rogers,102,3,10584
Jeffery Smith,94,9,24442
Jeffery Spencer,9,8,15152
Jeffery Stevenson,51,6,17446
Jeffery Trevino,32,5,18581
Jeffery Trujillo,156,6,13563
Jeffery Wagner,319,7,16977
Jeffery Ward,55,7,18321
Jeffery Williams,34,5,13315
Jeffery Wilson PhD,237,5,10803
Jeffery Woods,24,5,18596
Jeffery Young,98,3,8367
Jeffrey Adams,53,7,25543
Jeffrey Aguilar,271,5,13509
Jeffrey Alexander,77,5,7637
Jeffrey Allen,35,5,12149
Jeffrey Alvarez,110,11,24872
Jeffrey Anderson,37,18,43737
Jeffrey Andrews,12,7,14491
Jeffrey Arellano,22,16,39252
Jeffrey Arnold,299,5,14648
Jeffrey Avila,187,4,9288
Jeffrey Bailey,295,4,11099
Jeffrey Baker,287,15,41042
Jeffrey Banks,2,7,18828
Jeffrey Barnes,99,5,19658
Jeffrey Barnett,113,5,10301
Jeffrey Barrera,10,6,14598
Jeffrey Barrett,30,4,6778
Jeffrey Barron,72,9,30620
Jeffrey Barton,283,10,28024
Jeffrey Bates,203,11,32594
Jeffrey Beasley,894,2,4721
Jeffrey Bell,315,13,29897
Jeffrey Bennett,281,6,13126
Jeffrey Benson,118,5,16235
Jeffrey Blackburn,51,3,10100
Jeffrey Blanchard,534,11,36175
Jeffrey Boone,53,8,23141
Jeffrey Booth,3,8,23922
Jeffrey Bowman,201,5,15699
Jeffrey Boyd,55,3,12435
Jeffrey Bradley,39,9,26096
Jeffrey Brock,135,5,13047
Jeffrey Brown,11,17,50853
Jeffrey Bryant,95,17,49191
Jeffrey Burgess,2,14,38725
Jeffrey Burke,163,9,24302
Jeffrey Burton,850,4,14699
Jeffrey Butler,26,6,15319
Jeffrey Byrd,172,3,4805
Jeffrey Campbell,221,3,7516
Jeffrey Carey,139,7,22112
Jeffrey Carlson,17,8,20105
Jeffrey Carter,135,4,8584
Jeffrey Casey,67,5,10820
Jeffrey Chapman,23,6,17065
Jeffrey Chase,76,4,6674
Jeffrey Chavez,210,7,24285
Jeffrey Choi,202,6,16551
Jeffrey Clayton,578,3,12072
Jeffrey Cook,57,4,13930
Jeffrey Cooper,196,6,16536
Jeffrey Cortez,25,5,15914
Jeffrey Costa,95,1,2224
Jeffrey Cowan,92,4,12708
Jeffrey Cox,790,4,14603
Jeffrey Craig,534,6,25728
Jeffrey Cunningham,96,5,8964
Jeffrey Davies,145,6,10137
Jeffrey Davis,46,22,44827
Jeffrey Dean,200,8,19592
Jeffrey Decker,1122,3,4638
Jeffrey Diaz,702,2,2876
Jeffrey Dominguez,97,4,13984
Jeffrey Dougherty,4,5,18262
Jeffrey Duke,639,2,7975
Jeffrey Duncan,42,6,16654
Jeffrey Duncan MD,174,6,17782
Jeffrey Dunn,13,6,10697
Jeffrey Edwards,23,5,8097
Jeffrey Ellis,69,2,6348
Jeffrey Erickson,574,1,532
Jeffrey Fischer,159,4,10556
Jeffrey Fitzgerald,40,1,366
Jeffrey Ford,212,7,15928
Jeffrey Foster,235,12,34283
Jeffrey Francis,97,5,14507
Jeffrey Gallagher,26,2,8262
Jeffrey Galvan,5,6,19299
Jeffrey Gamble,292,6,19399
Jeffrey Garcia,626,4,8541
Jeffrey Gates,237,5,16861
Jeffrey Gilbert,71,2,5321
Jeffrey Glover,115,5,10437
Jeffrey Golden,128,5,8870
Jeffrey Gomez,37,7,13026
Jeffrey Gonzales,8,16,47504
Jeffrey Gonzalez,86,12,32642
Jeffrey Goodwin,124,7,26394
Jeffrey Gould,573,5,14011
Jeffrey Graham,702,2,6902
Jeffrey Graves,120,7,19294
Jeffrey Gray,114,19,53488
Jeffrey Griffin,410,8,17266
Jeffrey Griffith,60,4,10096
Jeffrey Guzman,817,4,8972
Jeffrey Hall,103,8,22211
Jeffrey Hamilton,19,21,59008
Jeffrey Hanna,167,6,15084
Jeffrey Harmon,94,2,6383
Jeffrey Harris,561,4,11640
Jeffrey Harvey,540,7,21460
Jeffrey Hatfield,378,5,12433
Jeffrey Hawkins,269,6,20215
Jeffrey Haynes,905,3,7987
Jeffrey Heath,283,7,15085
Jeffrey Hensley,151,6,16959
Jeffrey Herman,314,6,19567
Jeffrey Hernandez,12,19,48769
Jeffrey Hicks,119,6,15114
Jeffrey Hill,178,4,15333
Jeffrey Hines,34,4,8569
Jeffrey Hoffman,102,3,11979
Jeffrey Holland,71,6,14928
Jeffrey Holt,680,2,8153
Jeffrey Hooper,360,3,12286
Jeffrey Hoover,57,7,18920
Jeffrey Howard DDS,242,3,8395
Jeffrey Hubbard,37,9,26774
Jeffrey Hughes,517,5,19400
Jeffrey Hunt,78,6,12410
Jeffrey Hunter,65,8,21764
Jeffrey Jackson,35,18,48633
Jeffrey Jacobs,81,9,26580
Jeffrey Jimenez,77,5,17231
Jeffrey Johnson,107,26,71675
Jeffrey Jones,93,5,14507
Jeffrey Kelley,209,4,8393
Jeffrey Kennedy,229,6,11238
Jeffrey King,157,17,59420
Jeffrey Knight,485,4,11678
Jeffrey Koch,183,8,23582
Jeffrey Lamb,281,4,10488
Jeffrey Larson,398,3,11565
Jeffrey Le,267,5,10476
Jeffrey Lee,36,25,73559
Jeffrey Lewis,53,5,17587
Jeffrey Livingston,544,2,5759
Jeffrey Logan,121,9,19227
Jeffrey Long,205,5,14517
Jeffrey Lopez,41,3,7133
Jeffrey Lucas,208,3,7367
Jeffrey Lucero,35,12,37846
Jeffrey Mack,85,7,15287
Jeffrey Madden,219,4,14847
Jeffrey Maldonado,577,5,14385
Jeffrey Marshall,653,4,18206
Jeffrey Martin,28,38,94448
Jeffrey Mata,348,3,5532
Jeffrey Mathews,366,3,5122
Jeffrey Mccann,253,7,18996
Jeffrey Mccarthy,396,6,12577
Jeffrey Mcdaniel,19,7,15652
Jeffrey Mcdonald,305,4,8247
Jeffrey Mckinney,103,3,8669
Jeffrey Mclean,520,9,25854
Jeffrey Mcneil,265,3,6247
Jeffrey Mendoza,73,10,24366
Jeffrey Miller,2,16,36273
Jeffrey Mitchell,183,4,13657
Jeffrey Monroe,176,5,14420
Jeffrey Moody,122,8,18824
Jeffrey Mora,146,8,16541
Jeffrey Moreno,25,9,23329
Jeffrey Moss,47,4,11753
Jeffrey Murray,287,9,22240
Jeffrey Navarro,52,4,12733
Jeffrey Nelson,527,8,20192
Jeffrey Newton,324,4,14482
Jeffrey Nguyen,77,17,41201
Jeffrey Nichols,104,6,11137
Jeffrey Norman,45,2,9613
Jeffrey Norton,266,5,7074
Jeffrey Ochoa,521,3,4057
Jeffrey Olsen,97,4,14766
Jeffrey Orr,121,8,22790
Jeffrey Ortega,0,2,2218
Jeffrey Osborne,794,2,3960
Jeffrey Owen,145,7,23816
Jeffrey Page,413,5,13461
Jeffrey Palmer,195,8,22927
Jeffrey Parks,8,7,23810
Jeffrey Patterson,43,14,32544
Jeffrey Patton,95,7,16671
Jeffrey Pearson Jr.,76,6,23897
Jeffrey Peters,203,12,35111
Jeffrey Peterson MD,466,4,11090
Jeffrey Petty,7,7,18449
Jeffrey Phillips,112,14,42870
Jeffrey Pope,722,4,9980
Jeffrey Powers,10,6,8071
Jeffrey Pruitt,123,6,21446
Jeffrey Ramirez,87,8,16659
Jeffrey Ramos DDS,171,4,4422
Jeffrey Ray,222,4,12224
Jeffrey Reyes,1035,1,837
Jeffrey Richardson,203,10,36894
Jeffrey Riley,210,5,15399
Jeffrey Robbins,79,8,21694
Jeffrey Roberts,420,7,16181
Jeffrey Robinson,154,10,35334
Jeffrey Robles,182,8,20623
Jeffrey Rocha,431,8,17950
Jeffrey Rodriguez,97,5,17041
Jeffrey Rose,343,4,12161
Jeffrey Roth,67,5,11186
Jeffrey Salazar,34,14,33465
Jeffrey Sanchez,29,14,34293
Jeffrey Santos,556,5,14341
Jeffrey Schultz,424,4,10721
Jeffrey Scott,267,5,8099
Jeffrey Shaffer,176,9,30738
Jeffrey Sharp,472,3,5044
Jeffrey Silva,767,1,4395
Jeffrey Simmons,688,4,8046
Jeffrey Simpson,22,4,10291
Jeffrey Smith,2,18,43574
Jeffrey Snyder,12,5,10298
Jeffrey Sparks,47,5,13944
Jeffrey Stanley,173,6,14799
Jeffrey Stark,16,5,10158
Jeffrey Stein,1341,1,2871
Jeffrey Stevenson,66,4,9066
Jeffrey Stewart,82,8,22273
Jeffrey Sweeney,502,5,18908
Jeffrey Taylor,311,16,39007
Jeffrey Thomas,256,11,30774
Jeffrey Thompson,98,19,57028
Jeffrey Torres,34,5,14363
Jeffrey Travis,465,2,8516
Jeffrey Tucker,167,11,28537
Jeffrey Turner,29,4,10744
Jeffrey Underwood,351,5,13809
Jeffrey Valdez,64,5,14991
Jeffrey Vega,337,8,22381
Jeffrey Wade,68,4,11818
Jeffrey Walker,57,22,60931
Jeffrey Walton,586,1,1524
Jeffrey Ward,39,5,7994
Jeffrey Warren,11,2,7711
Jeffrey Watson,452,2,7494
Jeffrey Weaver,77,11,32366
Jeffrey Webb,90,3,8245
Jeffrey Webster,468,4,13750
Jeffrey Wheeler,63,6,11934
Jeffrey White,53,12,31278
Jeffrey Williams,13,8,23939
Jeffrey Wilson,196,10,24154
Jeffrey Wood,230,5,11745
Jeffrey Woodard,1301,1,2612
Jeffrey Wright,197,9,25375
Jeffrey Wu,370,3,7027
Jeffrey Young,12,3,13280
Jeffrey Zavala,353,4,11105
Jenna Anthony,82,4,11967
Jenna Bishop,237,6,11474
Jenna Brandt,12,8,18604
Jenna Brown,457,2,6252
Jenna Conley,18,4,9683
Jenna Conner,119,6,17552
Jenna Cox,505,5,13806
Jenna Davis,530,5,10779
Jenna Edwards,466,2,8962
Jenna Figueroa,340,3,13587
Jenna Floyd,110,8,17058
Jenna Gallegos,436,2,9312
Jenna Garrett,209,7,14041
Jenna Gordon,621,7,18191
Jenna Grant,438,2,5633
Jenna Hardy,237,4,5092
Jenna Harris,311,2,4298
Jenna Hart,193,5,10886
Jenna Hatfield,573,3,6666
Jenna Hernandez,82,6,15572
Jenna Hickman,166,6,16399
Jenna Huffman,37,2,5675
Jenna Johnson DDS,272,4,12420
Jenna Jones,184,5,18074
Jenna Lawrence,55,5,11593
Jenna Marshall,87,5,12722
Jenna Mata,463,5,18430
Jenna May,58,8,19113
Jenna Mcgee,55,2,5284
Jenna Mcmahon,134,3,9835
Jenna Merritt,435,3,10902
Jenna Morgan,319,2,4826
Jenna Nielsen,302,4,12583
Jenna Roberts,404,4,13910
Jenna Sanchez,43,5,17438
Jenna Silva,96,6,17571
Jenna Stevens,843,3,7742
Jenna Thompson,434,6,16919
Jenna Wallace,616,4,11934
Jenna Ward,39,5,11606
Jenna Warren,441,6,16564
Jenna Werner,559,5,14411
Jenna Williams,286,4,13241
Jennifer Adams,300,8,24634
Jennifer Aguilar,32,11,35792
Jennifer Allen,104,19,49358
Jennifer Alvarez,690,2,4509
Jennifer Andersen,218,4,9398
Jennifer Anderson,69,11,25609
Jennifer Andrews,71,13,35559
Jennifer Armstrong,376,3,7388
Jennifer Arnold,264,3,4067
Jennifer Bailey,118,14,41161
Jennifer Baker,61,19,62731
Jennifer Ball,184,6,17498
Jennifer Ballard,971,2,7116
Jennifer Banks,357,9,22267
Jennifer Barnes,211,9,18171
Jennifer Barnett,20,14,33823
Jennifer Barrett,2,9,23093
Jennifer Barton,388,4,8669
Jennifer Bates,184,7,12834
Jennifer Beasley,12,9,20906
Jennifer Beck,19,3,12749
Jennifer Becker,3,8,8028
Jennifer Bell,102,5,15096
Jennifer Benitez,226,4,8703
Jennifer Bentley,555,5,11461
Jennifer Berg,203,6,15777
Jennifer Bishop,59,11,27622
Jennifer Blake,865,2,4555
Jennifer Bowers,54,5,16389
Jennifer Bowman,57,1,904
Jennifer Boyd,6,7,20002
Jennifer Boyle,139,8,27252
Jennifer Bradley,298,4,11539
Jennifer Brock,26,7,17489
Jennifer Brooks,218,19,50726
Jennifer Brown,12,55,157724
Jennifer Brown DDS,391,5,15178
Jennifer Bryant,35,12,35421
Jennifer Buck,123,5,13480
Jennifer Buckley,75,11,32259
Jennifer Bullock,367,6,15647
Jennifer Burgess,334,8,23337
Jennifer Burns,163,3,6923
Jennifer Burton,11,5,7941
Jennifer Butler,185,5,12735
Jennifer Cameron,398,5,8896
Jennifer Campbell,448,6,14946
Jennifer Campos,76,12,40982
Jennifer Cannon,341,3,6523
Jennifer Cardenas,125,10,31178
Jennifer Carlson,143,26,79542
Jennifer Carney,65,7,15435
Jennifer Carr,527,1,797
Jennifer Carroll,160,7,19097
Jennifer Carter,848,2,3231
Jennifer Carter DDS,7,4,8743
Jennifer Case,185,6,17868
Jennifer Castaneda,88,7,22045
Jennifer Castillo,762,1,4702
Jennifer Castro,704,3,7001
Jennifer Chambers,542,2,2279
Jennifer Chan,293,4,12321
Jennifer Chavez,26,15,40482
Jennifer Chen,209,13,43889
Jennifer Cherry,166,8,17226
Jennifer Christensen,19,6,18813
Jennifer Cisneros,306,5,13492
Jennifer Clark,30,3,9517
Jennifer Clay,80,7,20935
Jennifer Cline,130,6,17220
Jennifer Cohen,133,8,24431
Jennifer Cole,54,4,10283
Jennifer Coleman,28,15,35219
Jennifer Collins,5,8,31004
Jennifer Compton,662,6,19942
Jennifer Cook,21,11,14384
Jennifer Cooper,77,7,18700
Jennifer Copeland,530,2,6715
Jennifer Costa,324,4,10706
Jennifer Cowan,332,10,31156
Jennifer Cox,23,11,28024
Jennifer Cruz,66,15,47354
Jennifer Cuevas,730,2,6930
Jennifer Cummings,71,15,37478
Jennifer Cunningham,281,3,8445
Jennifer Curry,260,6,14591
Jennifer Curtis,85,6,15287
Jennifer Daniels,161,11,20389
Jennifer Davies,49,12,33038
Jennifer Davis,14,54,144361
Jennifer Day,204,5,18067
Jennifer Dean,119,8,22480
Jennifer Deleon,449,4,11161
Jennifer Dennis,238,4,6497
Jennifer Diaz,176,5,17598
Jennifer Dillon,212,5,11130
Jennifer Dixon,123,7,19798
Jennifer Dominguez,67,5,18923
Jennifer Donovan,83,5,12145
Jennifer Duarte,230,5,11636
Jennifer Duncan,91,6,24878
Jennifer Dunlap,243,8,22374
Jennifer Dunn,6,4,8265
Jennifer Edwards,351,12,27098
Jennifer Elliott,72,4,11702
Jennifer Ellis MD,14,11,28074
Jennifer Ellison,144,9,29211
Jennifer Erickson,34,8,18090
Jennifer Esparza,5,3,15484
Jennifer Estrada,9,11,29596
Jennifer Evans,24,24,68154
Jennifer Ewing,687,4,10923
Jennifer Farmer,19,3,13121
Jennifer Farrell,736,4,6826
Jennifer Ferguson,14,8,21432
Jennifer Fernandez,120,19,52756
Jennifer Fischer,95,4,8573
Jennifer Fisher,46,10,22488
Jennifer Fletcher,2,7,15294
Jennifer Flores,2,15,39028
Jennifer Floyd,21,8,22434
Jennifer Flynn,54,9,30749
Jennifer Ford,439,3,3086
Jennifer Foster DDS,44,6,20611
Jennifer Fowler,210,10,27702
Jennifer Fox,258,6,15412
Jennifer Frazier,289,8,21672
Jennifer Frederick,34,6,14030
Jennifer Freeman,369,6,16657
Jennifer French,146,17,38067
Jennifer Frey,329,4,11522
Jennifer Gallagher,608,4,15544
Jennifer Galloway,527,2,7140
Jennifer Garcia,11,14,31124
Jennifer Gardner,212,2,3660
Jennifer Garza,114,8,17468
Jennifer Gentry,41,11,30723
Jennifer George,101,4,8038
Jennifer Gibbs,439,6,13350
Jennifer Gibson,130,12,29521
Jennifer Gilbert,107,10,25439
Jennifer Gonzales,114,17,38865
Jennifer Gonzalez,303,4,10314
Jennifer Goodwin,517,2,4595
Jennifer Gordon,124,7,13885
Jennifer Graham,154,9,31187
Jennifer Gray,60,7,24616
Jennifer Green,36,25,65528
Jennifer Greene,699,3,2844
Jennifer Griffin,371,4,10732
Jennifer Griffith,352,6,20663
Jennifer Guerra,17,7,15082
Jennifer Gutierrez,126,3,9274
Jennifer Hale,410,6,15146
Jennifer Hall,33,28,81810
Jennifer Hamilton,310,3,7020
Jennifer Hammond,684,7,19245
Jennifer Hansen,253,6,19233
Jennifer Harmon,772,5,17886
Jennifer Harper,367,6,22446
Jennifer Harris,318,25,63839
Jennifer Hatfield,148,5,10263
Jennifer Hayes,91,15,42372
Jennifer Haynes,624,5,13992
Jennifer Hebert,860,3,8020
Jennifer Henderson,91,15,48621
Jennifer Henry,74,3,11575
Jennifer Henson,14,6,17751
Jennifer Hernandez,69,47,124457
Jennifer Herrera,128,3,13023
Jennifer Hess,125,4,9505
Jennifer Hickman,253,3,7933
Jennifer Hicks,503,2,7640
Jennifer Higgins,149,7,14200
Jennifer Hill,326,11,34328
Jennifer Hodge,54,6,14245
Jennifer Holloway,217,3,11369
Jennifer Hooper,138,8,15509
Jennifer Hoover,414,8,20529
Jennifer Horne,117,3,6153
Jennifer Horton,18,4,10339
Jennifer House,163,13,27130
Jennifer Houston,1292,1,3516
Jennifer Howard,597,8,21989
Jennifer Howell,12,14,36285
Jennifer Hubbard,188,3,5052
Jennifer Huber,229,5,11178
Jennifer Hudson,84,15,46095
Jennifer Humphrey,9,10,28486
Jennifer Hunter,187,7,18990
Jennifer Ibarra,239,5,10651
Jennifer Jackson,19,41,127946
Jennifer James,248,7,10996
Jennifer Jarvis,318,6,18128
Jennifer Jenkins,24,13,35937
Jennifer Jensen,199,5,10677
Jennifer Jimenez,71,1,3780
Jennifer Johnson,22,45,111956
Jennifer Jones,91,44,125197
Jennifer Kelley,42,10,26157
Jennifer Kelly,203,6,16057
Jennifer Kerr,612,7,17957
Jennifer Kim,212,8,24254
Jennifer King,46,25,65598
Jennifer Kirby,141,8,6418
Jennifer Klein,143,5,11004
Jennifer Kline,366,4,15753
Jennifer Lane,6,17,64818
Jennifer Lang,186,6,14872
Jennifer Larsen,101,4,15404
Jennifer Lawrence,416,7,23165
Jennifer Lawson,459,6,21139
Jennifer Lee,16,23,56437
Jennifer Lester,32,10,32519
Jennifer Lewis,32,12,34241
Jennifer Lin,68,7,19190
Jennifer Liu,314,4,7993
Jennifer Livingston,890,2,3239
Jennifer Lloyd,78,3,8551
Jennifer Long,295,9,26057
Jennifer Lopez,63,16,38547
Jennifer Love,275,3,12179
Jennifer Lowe,450,3,9791
Jennifer Lozano,670,3,6288
Jennifer Lucas,249,6,15855
Jennifer Lynch,252,2,5356
Jennifer Mahoney,7,7,26308
Jennifer Mann,185,6,13368
Jennifer Manning,98,8,20158
Jennifer Marshall,223,3,3679
Jennifer Martin,112,7,20849
Jennifer Martinez,28,35,99470
Jennifer Mason,115,4,14764
Jennifer Matthews,11,7,22145
Jennifer Maynard,260,5,6874
Jennifer Mcbride,310,9,26006
Jennifer Mcconnell,351,5,17103
Jennifer Mccormick,304,2,4475
Jennifer Mccoy,80,14,36086
Jennifer Mccullough,762,2,6537
Jennifer Mcdonald,350,11,22973
Jennifer Mcgrath,135,3,5264
Jennifer Mcguire,205,6,13225
Jennifer Mckay,87,12,40915
Jennifer Mckee,125,4,9226
Jennifer Mckinney,553,8,22236
Jennifer Mcknight,92,6,19125
Jennifer Mclaughlin,73,4,11085
Jennifer Mcmillan,259,5,15037
Jennifer Mejia,709,2,6378
Jennifer Mendoza,150,7,14437
Jennifer Meyer,249,4,7650
Jennifer Michael,281,4,11616
Jennifer Miles,93,6,10807
Jennifer Miller,24,22,48825
Jennifer Miranda,239,4,8230
Jennifer Mitchell,6,16,41187
Jennifer Montes,198,12,29280
Jennifer Montgomery,135,11,41696
Jennifer Moore,50,11,31077
Jennifer Moran,102,5,8548
Jennifer Moreno,49,16,41662
Jennifer Morgan,4,10,40028
Jennifer Morrison,106,5,16849
Jennifer Morrow,28,6,15371
Jennifer Mosley,437,4,14113
Jennifer Moyer,299,8,17953
Jennifer Mueller,365,3,9213
Jennifer Mullen,123,8,23376
Jennifer Murillo,533,6,10291
Jennifer Murphy,49,24,77635
Jennifer Murray,42,9,21515
Jennifer Navarro,5,11,23968
Jennifer Nelson,112,10,27789
Jennifer Newton,477,2,5449
Jennifer Nixon,545,1,2615
Jennifer Norris,1322,1,831
Jennifer Nunez,12,8,15975
Jennifer Obrien,26,5,12644
Jennifer Ochoa,271,2,5434
Jennifer Odom,429,5,12729
Jennifer Olson,26,12,31324
Jennifer Ortiz,610,5,9965
Jennifer Osborn,8,7,17913
Jennifer Owens,110,18,46943
Jennifer Parker,89,9,27363
Jennifer Patel,4,4,11625
Jennifer Patterson,411,6,20709
Jennifer Payne,614,5,14852
Jennifer Pennington,135,10,32142
Jennifer Perez,5,10,33263
Jennifer Perkins,118,9,29680
Jennifer Perry,6,11,35167
Jennifer Peterson,0,36,96160
Jennifer Petty,8,5,16431
Jennifer Pham,333,11,28554
Jennifer Phillips,42,12,26785
Jennifer Pierce,36,12,31119
Jennifer Poole,618,5,18040
Jennifer Porter,411,4,12415
Jennifer Powell,220,10,21006
Jennifer Powers,80,19,57987
Jennifer Price,71,15,40592
Jennifer Prince,527,1,2079
Jennifer Ramirez,213,4,4253
Jennifer Ramos,35,18,46312
Jennifer Ray,2,8,19877
Jennifer Reed,89,18,46300
Jennifer Reese,501,1,2265
Jennifer Reyes,3,6,18448
Jennifer Reynolds,220,11,34679
Jennifer Rice,191,12,30729
Jennifer Richard,307,9,18126
Jennifer Richardson,455,5,12395
Jennifer Riley,424,8,27624
Jennifer Rivera,185,6,14166
Jennifer Roach,238,4,12685
Jennifer Roberts,169,9,27373
Jennifer Robinson,98,15,47659
Jennifer Robles,60,9,20743
Jennifer Rodgers,1238,2,1206
Jennifer Rodriguez,57,27,75814
Jennifer Rogers,357,8,15280
Jennifer Romero,844,5,14259
Jennifer Rosales,57,10,29568
Jennifer Rosario,4,3,5184
Jennifer Ross,58,19,53718
Jennifer Roth,75,3,4420
Jennifer Ruiz,182,4,11740
Jennifer Russell,74,15,36905
Jennifer Ryan,217,7,19521
Jennifer Salazar,137,6,14946
Jennifer Sanchez,59,26,84099
Jennifer Sanders,27,5,13705
Jennifer Santos,139,5,14025
Jennifer Santos DDS,122,6,18941
Jennifer Schaefer,50,3,8539
Jennifer Schmidt,521,5,13548
