Customer Name,Total Spending,Customer Tenure,Returns,Churn
Karen Riley,6118,1231,4.0,0
Karen Rios,5044,1077,4.0,0
Karen Robertson,6637,1115,5.0,1
Karen Robinson,7092,960,4.0,0
Karen Rodriguez,2606,816,2.0,1
Karen Rogers,4710,1302,2.0,0
Karen Roman,2100,1308,0.0,0
Karen Roth,6353,1344,3.0,0
Karen Ryan,6784,1310,6.0,0
Karen Salinas,3038,987,2.0,0
Karen Sanchez,9691,1299,1.0,1
Karen Sanders,7049,1093,6.0,1
Karen Santana,8411,1238,4.0,0
Karen Santos,3499,1159,2.0,0
Karen Schneider,2609,537,0.0,0
Karen Schwartz,3494,1023,1.0,0
Karen Scott,6319,991,4.0,1
Karen Sellers,748,1101,0.0,1
Karen Shelton,9129,1322,3.0,0
Karen Silva,11792,1273,3.0,1
Karen Simon,1268,1342,3.0,0
Karen Small,3121,1215,0.0,1
Karen Smith,27384,1336,16.0,1
Karen Snyder,5927,991,4.0,0
Karen Solis,2144,1272,2.0,0
Karen Stephens,7941,1189,4.0,0
Karen Stone,2441,1104,2.0,0
Karen Sullivan,8549,1185,4.0,0
Karen Tapia,2820,778,1.0,1
Karen Taylor,6246,1328,4.0,0
Karen Thomas,3180,929,1.0,0
Karen Thompson,4715,1266,0.0,0
Karen Torres,6216,1337,1.0,0
Karen Vaughan,3804,1028,3.0,0
Karen Vazquez,5080,1195,1.0,0
Karen Velasquez,3733,1112,1.0,1
Karen Vincent,6353,848,2.0,0
Karen Walls,6393,822,4.0,0
Karen Warner,3714,1338,4.0,1
Karen Warren,3716,924,3.0,0
Karen Webb,3361,825,1.0,0
Karen Weber,2968,1224,3.0,0
Karen Wells,5478,1077,2.0,0
Karen White,11500,1346,8.0,0
Karen Wiggins,6509,1276,2.0,0
Karen Wiley,2845,1124,1.0,0
Karen Williams,2567,1191,4.0,0
Karen Willis,1276,874,1.0,0
Karen Wilson,11298,864,3.0,0
Karen York,6032,931,2.0,0
Karen Young,846,703,0.0,0
Karen Zuniga,314,473,1.0,0
Kari Adams,4075,1049,3.0,0
Kari Bell,2414,1335,1.0,0
Kari Esparza,3014,1268,2.0,0
Kari Foster,2129,1088,2.0,0
Kari Garcia,2031,1315,2.0,0
Kari Gentry,3000,904,4.0,0
Kari Gonzalez,2649,412,0.0,0
Kari James,1720,648,1.0,0
Kari Johnson,4934,1277,3.0,1
Kari Jones,9361,1189,3.0,1
Kari Klein,5961,1111,4.0,0
Kari Ortiz,3028,1069,3.0,1
Kari Rich,2858,1276,1.0,0
Kari Robertson,3628,1020,2.0,1
Kari Sanchez,3872,1180,3.0,0
Kari Sutton,4254,1348,2.0,1
Kari Taylor,483,840,1.0,0
Kari Wong,3765,1260,3.0,0
Karina Dixon,1666,1145,2.0,0
Karina Graham,406,183,1.0,0
Karina Holland,7542,1130,3.0,0
Karina Johnson,6087,1256,2.0,0
Karina Jones,4395,1194,3.0,0
Karina Kelly,3579,647,2.0,0
Karina Knox,6110,1170,4.0,0
Karina Lopez,1998,1229,1.0,0
Karina Moyer,2264,1253,2.0,0
Karina Payne,6087,771,3.0,0
Karina Porter,145,407,1.0,1
Karina Ray,6154,1255,1.0,0
Karina Smith,4791,1205,1.0,1
Karina Spence,5094,1263,3.0,0
Karina Williams,1944,1233,2.0,1
Karl Bailey,4146,984,1.0,1
Karl Berry,1305,106,1.0,0
Karl Boyd,4255,1160,1.0,0
Karl Flynn,1957,726,1.0,0
Karl Graham,2741,1173,3.0,0
Karl Martin,3825,1077,1.0,0
Karl Mathis,5408,1276,3.0,0
Karl Norton,3144,1264,2.0,1
Karl Paul,1783,761,1.0,0
Karl Stephens,4882,1137,3.0,0
Karl Stone,1883,564,0.0,0
Karl Yoder,6781,901,2.0,0
Karla Cooper,2091,1031,3.0,0
Karla Greene,5587,1293,2.0,0
Karla Hansen,6872,991,2.0,1
Karla Harris,5110,816,2.0,0
Karla Johnson,7200,1107,2.0,0
Karla Lawson,1886,1000,2.0,0
Karla Mack,7032,1348,2.0,0
Karla Maldonado,4758,1222,1.0,0
Karla Powell,4466,1104,2.0,1
Karla Santos,2810,1144,2.0,0
Karla Simmons,2102,1020,1.0,0
Karla Terry,4714,1018,1.0,0
Katelyn Baker,258,1199,2.0,0
Katelyn Barker,1223,1320,0.0,1
Katelyn Castillo,4099,1340,1.0,0
Katelyn Ford,4476,1032,2.0,0
Katelyn Grant,2836,1050,2.0,0
Katelyn Gray,2907,1068,4.0,0
Katelyn Hall,6083,1287,4.0,0
Katelyn Hancock,4988,1029,4.0,1
Katelyn Hansen,6006,1295,4.0,0
Katelyn Hebert,464,337,0.0,0
Katelyn Herman,2976,1341,1.0,0
Katelyn Jefferson,843,844,0.0,0
Katelyn Johnson,3889,1176,5.0,0
Katelyn Jones,4552,1194,1.0,0
Katelyn Jordan,3985,793,1.0,0
Katelyn Kennedy,4438,1348,3.0,0
Katelyn Lambert,8670,1088,1.0,0
Katelyn Lewis,1954,430,3.0,0
Katelyn Obrien,4455,1318,1.0,0
Katelyn Olson,4237,1099,1.0,1
Katelyn Parks,3160,1277,2.0,0
Katelyn Peterson,3358,1202,2.0,0
Katelyn Phillips,1451,1328,0.0,0
Katelyn Ramirez,6028,1342,3.0,0
Katelyn Ray,3363,718,3.0,0
Katelyn Riley,5822,1102,3.0,0
Katelyn Robinson,3712,1013,1.0,0
Katelyn Rogers,3848,1303,3.0,0
Katelyn Smith,3750,1157,2.0,1
Katelyn Wang,3272,1124,1.0,0
Katelyn White,6462,1248,6.0,1
Katelyn Winters,4895,1298,1.0,0
Katelyn Yu,7457,1230,3.0,0
Katherine Aguilar,2360,726,1.0,0
Katherine Ali,3479,603,2.0,0
Katherine Alvarez,6603,1299,1.0,0
Katherine Baker,4119,1347,3.0,1
Katherine Barnes,2781,1003,2.0,0
Katherine Barnett,4190,1342,0.0,1
Katherine Blanchard,12956,1310,6.0,0
Katherine Bond,3793,1294,2.0,0
Katherine Brooks,2637,895,4.0,0
Katherine Brown,2305,991,3.0,0
Katherine Burns,5604,1207,4.0,0
Katherine Campbell,4781,1086,4.0,1
Katherine Chapman,321,608,0.0,0
Katherine Clark,2814,1052,2.0,0
Katherine Cobb,5524,1245,1.0,0
Katherine Collins,7633,1178,6.0,0
Katherine Copeland,1501,1181,3.0,0
Katherine Cordova,7447,1321,4.0,1
Katherine Cox,4357,1301,2.0,0
Katherine Curry,6170,1119,5.0,1
Katherine Davis,8357,1183,3.0,0
Katherine Diaz,2581,1296,1.0,1
Katherine Duncan,7754,1226,3.0,1
Katherine Edwards,7223,1252,1.0,0
Katherine Evans,2037,1261,2.0,0
Katherine Ferguson,2655,1144,3.0,0
Katherine Fisher,4892,1046,3.0,0
Katherine Franco,7974,1275,4.0,0
Katherine Frazier,4006,1266,3.0,0
Katherine Garcia,3412,1154,1.0,0
Katherine Garner,1477,710,2.0,1
Katherine Glover,3900,1180,2.0,1
Katherine Gregory,2728,861,1.0,0
Katherine Hardy,2169,1269,1.0,0
Katherine Harris,3630,998,3.0,0
Katherine Hayes,6202,1155,3.0,0
Katherine Henry,4745,1334,1.0,0
Katherine Hensley,3352,711,3.0,0
Katherine Hernandez,1977,985,0.0,0
Katherine Hernandez MD,4824,483,2.0,0
Katherine Hill,3665,325,0.0,1
Katherine Hodges,5222,485,2.0,0
Katherine Holder,4026,1078,1.0,0
Katherine Howard,3493,924,5.0,0
Katherine Hurley,7810,683,4.0,0
Katherine Ingram,1981,1266,2.0,0
Katherine Jacobson,5145,1315,4.0,0
Katherine James,2566,885,0.0,0
Katherine Jenkins,4663,1268,3.0,0
Katherine Johnson,17249,1346,11.0,0
Katherine Jones,5619,1104,2.0,0
Katherine Keith,1966,1107,2.0,1
Katherine King,2109,1300,1.0,0
Katherine Lane,2962,1237,3.0,0
Katherine Lee,3652,1213,1.0,0
Katherine Levine,479,987,2.0,0
Katherine Little,2334,1073,1.0,0
Katherine Livingston,2552,1323,0.0,1
Katherine Love,1813,1038,2.0,0
Katherine Macias,3016,454,3.0,1
Katherine Maldonado,2886,1241,1.0,0
Katherine Martin,5929,1055,6.0,0
Katherine Mathis,3418,1047,0.0,0
Katherine Mccarthy,4432,692,2.0,0
Katherine Mcclain,5653,1277,2.0,0
Katherine Mcgee,7513,1093,3.0,0
Katherine Mckinney,3350,660,2.0,0
Katherine Miles,3913,1349,1.0,0
Katherine Miller,8244,1323,3.0,1
Katherine Mitchell,4322,1142,4.0,0
Katherine Moore,7146,1318,4.0,1
Katherine Nelson,1863,1010,2.0,0
Katherine Nguyen,3172,1272,3.0,0
Katherine Oneill,4302,1067,1.0,0
Katherine Owen,5850,1193,2.0,0
Katherine Padilla,756,840,2.0,0
Katherine Parker,7775,1151,2.0,1
Katherine Perry,10009,1341,6.0,0
Katherine Peterson,2790,1293,0.0,1
Katherine Poole,8639,1275,4.0,0
Katherine Powell,8855,1190,3.0,0
Katherine Quinn,6490,1317,5.0,0
Katherine Ramirez,5020,1090,2.0,1
Katherine Ray,2364,1198,0.0,0
Katherine Reid,4209,877,3.0,0
Katherine Richardson,2563,1237,0.0,1
Katherine Roberson,4486,1294,0.0,1
Katherine Rodriguez,8266,1139,5.0,1
Katherine Romero,5473,1025,2.0,0
Katherine Rose,1196,1171,1.0,1
Katherine Russell,5131,779,4.0,0
Katherine Sanchez,7009,1315,3.0,0
Katherine Saunders,2849,1283,2.0,0
Katherine Savage,3245,838,3.0,0
Katherine Schneider,2519,1171,2.0,1
Katherine Simmons,1587,1249,2.0,1
Katherine Small,4164,1325,2.0,0
Katherine Smith,5623,1351,1.0,1
Katherine Taylor,3369,1314,1.0,0
Katherine Thomas,13229,1321,8.0,0
Katherine Thomas MD,2346,1284,1.0,0
Katherine Thompson,9064,1352,7.0,1
Katherine Turner,7517,1217,4.0,0
Katherine Vega,3361,1278,3.0,0
Katherine Walker,2241,1265,0.0,0
Katherine Wall,3884,1308,2.0,0
Katherine Walters,1384,1132,3.0,1
Katherine Wells,2960,1193,1.0,0
Katherine West,11494,1345,3.0,1
Katherine White,2341,1192,1.0,0
Katherine Wilkinson,874,1193,2.0,0
Katherine Williams,4184,549,1.0,1
Katherine Wilson,2526,1297,5.0,0
Katherine Wolfe,5740,1317,0.0,1
Katherine Wood,5066,1286,2.0,0
Katherine Wright,4898,1113,1.0,1
Katherine Yates,4463,1052,3.0,0
Kathleen Adkins,2467,844,3.0,0
Kathleen Allen,4501,1180,3.0,0
Kathleen Anderson,2004,506,1.0,0
Kathleen Ayers,434,1150,1.0,0
Kathleen Barnes,3019,833,1.0,0
Kathleen Barnett,2614,1191,3.0,0
Kathleen Beasley,3513,1244,3.0,0
Kathleen Bennett,4443,1021,1.0,0
Kathleen Brooks,6586,1245,5.0,0
Kathleen Brown,1374,675,0.0,0
Kathleen Bryant,3510,1263,2.0,0
Kathleen Bullock,2927,252,0.0,1
Kathleen Burgess,4660,1258,0.0,0
Kathleen Burton,1830,1254,1.0,0
Kathleen Byrd,7969,1299,6.0,1
Kathleen Cabrera,4179,1262,1.0,1
Kathleen Cain,4067,1226,2.0,0
Kathleen Caldwell,4058,1187,2.0,0
Kathleen Carson,2649,1129,2.0,1
Kathleen Case,2022,1175,0.0,0
Kathleen Chavez,5660,1086,1.0,0
Kathleen Choi,5173,1316,1.0,0
Kathleen Cohen,521,581,1.0,0
Kathleen Contreras,2776,1004,1.0,0
Kathleen Cook,7093,1178,4.0,0
Kathleen Cox,5821,1260,0.0,0
Kathleen Davis,9636,1230,5.0,0
Kathleen Diaz,4706,1245,4.0,0
Kathleen Dodson,577,494,1.0,0
Kathleen Edwards,2106,1165,3.0,1
Kathleen Ellison,2558,1307,1.0,0
Kathleen Fletcher,2680,1143,2.0,0
Kathleen Fox,5074,1332,4.0,0
Kathleen Gardner,4576,1295,4.0,0
Kathleen Glover,3839,1283,3.0,0
Kathleen Gonzales,6278,1209,5.0,0
Kathleen Gray,4468,1302,3.0,0
Kathleen Guerrero,3481,1225,3.0,0
Kathleen Hall,4031,1345,1.0,0
Kathleen Hammond,12593,1238,3.0,0
Kathleen Hart,20291,1347,11.0,1
Kathleen Harvey,4016,1299,4.0,0
Kathleen Hayes,2228,1309,1.0,0
Kathleen Hays,5686,1123,3.0,1
Kathleen Henderson,2648,931,1.0,0
Kathleen Hernandez,3174,978,1.0,0
Kathleen Hogan,2697,1228,1.0,0
Kathleen Houston,6070,1313,4.0,1
Kathleen Howe,2730,1170,2.0,0
Kathleen Howell,3516,847,2.0,1
Kathleen Hull,3717,868,2.0,0
Kathleen Jackson,8067,1298,4.0,0
Kathleen Jefferson,6707,1268,4.0,0
Kathleen Johnson,6925,1286,1.0,0
Kathleen Kim,3251,1191,4.0,0
Kathleen King,3171,1007,3.0,0
Kathleen Knight,7935,1312,8.0,0
Kathleen Lambert,4882,934,1.0,0
Kathleen Lee,5187,1288,2.0,0
Kathleen Leonard,6277,1265,2.0,0
Kathleen Long,5155,1303,1.0,0
Kathleen Lopez,5115,1186,0.0,0
Kathleen Lozano,950,962,0.0,1
Kathleen Luna,7453,1099,2.0,0
Kathleen Moore,2964,1164,1.0,0
Kathleen Morris,6334,1258,2.0,1
Kathleen Murphy,4453,1346,4.0,0
Kathleen Nolan,4257,1090,1.0,0
Kathleen Norris,8456,1295,4.0,1
Kathleen Obrien,3532,1087,1.0,1
Kathleen Pace,1964,1302,3.0,1
Kathleen Paul,2685,798,1.0,1
Kathleen Price,3402,988,3.0,0
Kathleen Raymond MD,1061,1194,2.0,0
Kathleen Reynolds,3242,1004,3.0,0
Kathleen Ritter,5743,1236,5.0,0
Kathleen Robbins,2430,878,2.0,0
Kathleen Roberts,1216,122,1.0,1
Kathleen Robinson,4227,1032,4.0,0
Kathleen Rodriguez,13740,1297,8.0,1
Kathleen Roman,4671,1231,1.0,0
Kathleen Sanchez,3967,1221,2.0,0
Kathleen Savage,1930,1198,4.0,0
Kathleen Sheppard,2980,723,2.0,0
Kathleen Soto,4010,1249,3.0,0
Kathleen Steele,3868,708,1.0,1
Kathleen Stephens,1088,646,3.0,0
Kathleen Thomas,2722,1318,1.0,0
Kathleen Torres,8393,1056,3.0,0
Kathleen Wang,4811,1277,3.0,0
Kathleen Warner,252,594,0.0,0
Kathleen Washington,1543,1186,3.0,0
Kathleen West,3420,1169,3.0,1
Kathleen Wheeler,3196,1343,1.0,0
Kathleen White,9226,1282,6.0,1
Kathleen Williams,1348,1219,3.0,0
Kathleen Wilson,2542,767,2.0,0
Kathleen Wood,2252,881,2.0,0
Kathryn Acosta MD,3536,741,2.0,0
Kathryn Adams,2412,1099,2.0,0
Kathryn Allen,3857,1242,1.0,0
Kathryn Andersen,3555,1310,2.0,1
Kathryn Anthony,5210,893,2.0,1
Kathryn Austin,1720,1033,0.0,0
Kathryn Banks,2894,1208,1.0,0
Kathryn Bass,1493,1275,2.0,0
Kathryn Black,7534,1318,2.0,1
Kathryn Boone,4960,1325,2.0,1
Kathryn Bradshaw,5913,1300,5.0,1
Kathryn Bryant,2220,1026,2.0,1
Kathryn Buck,1542,827,2.0,0
Kathryn Campbell,2831,707,0.0,0
Kathryn Cannon,3541,1305,3.0,0
Kathryn Carter,5277,1311,4.0,0
Kathryn Chavez,3917,901,3.0,0
Kathryn Cline,5128,773,1.0,0
Kathryn Collins,6878,1347,4.0,0
Kathryn Craig,3465,1021,2.0,0
Kathryn Cruz,1586,1301,2.0,0
Kathryn Daugherty,2437,1256,0.0,0
Kathryn Davies,3123,1048,1.0,0
Kathryn Dorsey,5445,1086,0.0,0
Kathryn Doyle,1603,183,1.0,1
Kathryn Edwards,10759,1213,9.0,0
Kathryn Fletcher,5006,968,4.0,0
Kathryn Glenn,1273,1281,2.0,0
Kathryn Green,2752,972,1.0,0
Kathryn Harris,3538,856,1.0,0
Kathryn Hart,4467,804,0.0,0
Kathryn Hawkins,5926,879,3.0,0
Kathryn Hayes,4571,1188,3.0,0
Kathryn Hoffman,5988,1221,2.0,0
Kathryn Hunt,2022,1018,1.0,1
Kathryn Jacobs,6586,1227,2.0,0
Kathryn James,5071,1133,4.0,0
Kathryn Johnson,10263,1328,6.0,0
Kathryn Lee,11504,1276,4.0,0
Kathryn Lewis,3490,1209,4.0,0
Kathryn Lin,6947,1236,3.0,0
Kathryn Luna,2218,1156,3.0,0
Kathryn Mahoney,7757,1328,7.0,0
Kathryn Marshall,4635,1319,3.0,0
Kathryn Maynard,6459,1240,2.0,0
Kathryn Mccann,6344,736,3.0,0
Kathryn Mccormick,5106,1341,3.0,1
Kathryn Mcdaniel,2068,1197,1.0,1
Kathryn Mcdonald,1381,1092,1.0,0
Kathryn Mckinney,5170,1350,3.0,0
Kathryn Mejia,7303,719,0.0,1
Kathryn Mendez,10866,1221,3.0,0
Kathryn Miller,7403,1162,3.0,1
Kathryn Miranda,2665,1011,0.0,0
Kathryn Mitchell,1904,1156,2.0,0
Kathryn Morales,5482,1160,1.0,0
Kathryn Morgan DVM,4655,1271,1.0,0
Kathryn Morris,3054,1284,1.0,1
Kathryn Parrish,4180,1048,4.0,1
Kathryn Pham,10526,1269,1.0,0
Kathryn Phelps,2426,1294,0.0,0
Kathryn Phillips,3646,1042,2.0,0
Kathryn Pierce,410,757,1.0,1
Kathryn Powers,3174,1037,0.0,0
Kathryn Randall,4923,1287,1.0,0
Kathryn Richard,3273,1116,0.0,0
Kathryn Robertson,3353,1286,1.0,1
Kathryn Robinson,1144,1319,0.0,1
Kathryn Rodriguez,7478,1236,2.0,0
Kathryn Rojas,2444,795,4.0,0
Kathryn Salas,3035,1083,3.0,0
Kathryn Schmidt,5184,1299,3.0,0
Kathryn Schmitt,5634,1318,3.0,0
Kathryn Schultz,3554,1142,2.0,0
Kathryn Serrano,1218,1220,1.0,0
Kathryn Shannon,3775,1163,1.0,0
Kathryn Shelton,7845,842,3.0,0
Kathryn Short,4077,1114,0.0,1
Kathryn Smith,9042,1278,6.0,0
Kathryn Stephens,2408,908,0.0,0
Kathryn Stevenson,5391,1301,4.0,0
Kathryn Stewart,4923,1352,2.0,0
Kathryn Taylor,10751,1321,7.0,0
Kathryn Trujillo,5091,826,2.0,0
Kathryn Vaughn,9487,1338,2.0,0
Kathryn Walker,4434,1029,5.0,1
Kathryn Walsh,1123,961,2.0,0
Kathryn Watkins,9115,1233,3.0,1
Kathryn Weeks,3458,1294,2.0,0
Kathryn Wells,3548,1088,3.0,0
Kathryn Wilkinson,8520,1173,5.0,0
Kathryn Wilson,9605,1344,8.0,0
Kathryn Wolfe,5634,1047,5.0,1
Kathryn Woods,6538,1119,3.0,0
Kathryn Wu,611,237,1.0,0
Kathryn Young,8572,1232,5.0,0
Kathy Alexander,5059,961,2.0,0
Kathy Anderson,5002,1271,1.0,0
Kathy Bailey MD,2301,1167,4.0,0
Kathy Barrett,1995,461,0.0,1
Kathy Berry,4602,1241,2.0,1
Kathy Braun,9595,1125,4.0,0
Kathy Bridges,4757,1083,1.0,0
Kathy Carr,746,833,0.0,0
Kathy Castillo,1237,789,2.0,0
Kathy Conway,6474,1346,3.0,0
Kathy Cooley,650,817,1.0,1
Kathy Dixon,4584,470,3.0,0
Kathy Donovan,3413,1309,3.0,0
Kathy Fisher,4463,1238,1.0,1
Kathy Galvan,718,625,1.0,0
Kathy Gamble,4366,949,2.0,0
Kathy Giles,6079,1222,1.0,0
Kathy Gomez,2442,1297,3.0,0
Kathy Gonzalez,3454,1351,2.0,0
Kathy Gray,2761,889,0.0,0
Kathy Hall,9027,1187,4.0,0
Kathy Harris,6630,1149,2.0,1
Kathy Hayes,5882,1306,5.0,0
Kathy Hill,2535,240,1.0,0
Kathy Hines,5287,1253,4.0,0
Kathy Horton,2562,1334,1.0,0
Kathy Huerta,6039,991,4.0,0
Kathy Huynh,7563,1299,2.0,0
Kathy James,1486,999,1.0,0
Kathy Jones,1302,958,2.0,0
Kathy Kemp,3631,1351,2.0,0
Kathy Kennedy,3370,1335,4.0,1
Kathy King,4487,1259,4.0,0
Kathy Lewis,4387,1059,3.0,0
Kathy Martin,4457,807,1.0,0
Kathy Mcdowell,6886,1338,2.0,0
Kathy Mckenzie,1158,936,2.0,1
Kathy Mcknight,3306,1056,2.0,1
Kathy Mendoza,889,1032,0.0,0
Kathy Mitchell,3011,1020,4.0,0
Kathy Moore,4190,1290,3.0,0
Kathy Murphy,4021,898,6.0,1
Kathy Myers,4530,1322,2.0,1
Kathy Nelson,9257,1118,4.0,1
Kathy Nixon,3059,853,1.0,0
Kathy Ortiz,3011,640,2.0,1
Kathy Parrish,2133,1199,0.0,0
Kathy Perez,2038,1333,0.0,0
Kathy Rios,2536,777,3.0,0
Kathy Roman,5767,1116,1.0,1
Kathy Saunders,2387,1122,0.0,0
Kathy Shields,8444,1322,3.0,0
Kathy Simpson,2475,1109,1.0,0
Kathy Smith,9738,1278,6.0,0
Kathy Torres,6859,1239,3.0,0
Kathy Vaughn,4622,1205,3.0,0
Kathy Walter,3960,853,1.0,0
Kathy Warren,5006,816,0.0,0
Kathy Webb,2821,1229,2.0,0
Kathy Wong,5048,1353,2.0,1
Kathy Young,2396,878,2.0,0
Katie Adams,7002,1061,4.0,0
Katie Adkins,2604,1282,1.0,0
Katie Allen,6773,1203,8.0,0
Katie Alvarado,1686,441,1.0,0
Katie Anderson,3038,1319,2.0,0
Katie Baker,2500,1194,1.0,0
Katie Bautista,3820,464,1.0,0
Katie Bowman,6025,965,3.0,1
Katie Boyer,4247,1274,4.0,0
Katie Brady,3919,783,1.0,0
Katie Bright,2816,1340,1.0,0
Katie Brown,4419,1122,3.0,0
Katie Burton,1008,1029,1.0,1
Katie Carter,4154,1345,2.0,0
Katie Davis,529,916,0.0,1
Katie Fernandez,1983,813,1.0,0
Katie Flowers,8788,1281,3.0,1
Katie Frank,5247,1327,2.0,1
Katie Fritz,3859,784,1.0,0
Katie Gill,3207,1017,3.0,0
Katie Gonzales,3227,1319,2.0,0
Katie Grant,4164,740,0.0,0
Katie Gray,2321,1086,3.0,1
Katie Hale,2578,860,1.0,0
Katie Hansen,475,856,1.0,0
Katie Hunter,3335,1187,0.0,0
Katie James,5256,1170,2.0,0
Katie Jenkins,3017,973,2.0,1
Katie Johnson,12935,1205,5.0,0
Katie Lee,6583,1325,5.0,0
Katie Maddox MD,2314,1147,2.0,1
Katie Maldonado,3537,1013,0.0,1
Katie Martin MD,367,1076,1.0,0
Katie Martinez,10073,1279,5.0,1
Katie Meyer,4672,1236,1.0,0
Katie Mills,2438,997,3.0,0
Katie Miranda,1947,787,2.0,1
Katie Mullins,6132,810,1.0,0
Katie Nelson,3981,1232,1.0,0
Katie Norris,3631,1072,2.0,0
Katie Parker,5167,1295,4.0,0
Katie Perez,4465,1153,2.0,0
Katie Petty,5908,959,1.0,0
Katie Preston PhD,4603,1335,2.0,0
Katie Prince,898,746,0.0,0
Katie Reed,6163,1149,4.0,0
Katie Reeves,3548,1258,1.0,0
Katie Reyes,3115,1291,0.0,1
Katie Robinson,4590,977,2.0,0
Katie Ross,4466,1351,2.0,0
Katie Ruiz,4574,1311,3.0,1
Katie Scott,2790,1282,2.0,1
Katie Shields,4544,965,4.0,0
Katie Sims,3226,1330,3.0,0
Katie Spears,3909,1298,2.0,0
Katie Stafford,4643,1150,2.0,1
Katie Stewart,1775,1123,1.0,0
Katie Watson,5584,1343,3.0,0
Katie Wilkinson,4601,927,2.0,1
Katie Wilson,1913,651,0.0,0
Katie Wright,5292,1303,4.0,0
Katie Young,4085,1035,2.0,0
Katie Zimmerman,5956,852,5.0,0
Katrina Alvarez,8012,1186,1.0,0
Katrina Armstrong,3390,1167,1.0,0
Katrina Baker,4802,899,1.0,0
Katrina Barrett,1243,842,1.0,0
Katrina Black,2717,1320,3.0,1
Katrina Brown,8057,1287,6.0,0
Katrina Campbell,1549,496,0.0,0
Katrina Chapman,3975,1266,4.0,0
Katrina Clark,3310,1086,2.0,0
Katrina Coffey,4698,1273,2.0,0
Katrina Curry,1103,939,1.0,1
Katrina Davenport,3743,1178,1.0,0
Katrina Day,3287,1245,1.0,0
Katrina Fletcher,367,592,2.0,0
Katrina Ford,5638,1291,1.0,0
Katrina Frye,1367,1246,1.0,0
Katrina Harvey,2358,1154,2.0,0
Katrina Hayden,672,257,1.0,0
Katrina James,10662,1326,4.0,0
Katrina Kennedy,4490,1089,2.0,0
Katrina Long,7564,1161,3.0,0
Katrina Martinez,2154,1170,1.0,0
Katrina Miles,1805,762,2.0,0
Katrina Montgomery,2048,1166,2.0,1
Katrina Morgan,5177,1339,1.0,0
Katrina Moses,4171,1279,2.0,0
Katrina Parker,4406,1170,2.0,0
Katrina Perkins,6011,1313,3.0,0
Katrina Peterson,1864,1196,0.0,0
Katrina Pitts,3004,1257,3.0,0
Katrina Richardson,1178,1352,0.0,0
Katrina Robinson,3826,1145,2.0,0
Katrina Rush,3157,1112,1.0,0
Katrina Schwartz,1770,985,2.0,0
Katrina Skinner,4583,1330,3.0,0
Katrina Smith,3177,788,4.0,0
Katrina Spencer,548,971,0.0,0
Katrina Stewart,2735,1156,0.0,0
Katrina Valentine,6677,1073,1.0,0
Katrina Warner,1520,931,0.0,0
Katrina Williams,8220,1327,3.0,0
Katrina Wilson,11074,1259,10.0,0
Katrina Wolf,3641,1243,0.0,1
Katrina Young,563,1337,0.0,0
Kayla Allison,4040,1291,4.0,0
Kayla Avery,2513,1240,1.0,0
Kayla Barton,1690,1257,0.0,0
Kayla Black,7413,924,4.0,0
Kayla Blair,2212,402,2.0,0
Kayla Blevins,3232,875,0.0,0
Kayla Brady,4641,1103,4.0,0
Kayla Brennan,5888,1059,4.0,1
Kayla Brown,2468,916,1.0,0
Kayla Buchanan,3495,1128,0.0,0
Kayla Burns,2722,1145,2.0,1
Kayla Cain,4862,1173,2.0,0
Kayla Carr,3437,1274,4.0,0
Kayla Castaneda,6763,1111,3.0,1
Kayla Cohen,1344,631,0.0,1
Kayla Cooley,2871,1119,0.0,0
Kayla Costa,4591,1307,4.0,0
Kayla Davis,7872,1333,1.0,0
Kayla Duarte,6241,1336,4.0,1
Kayla Dunlap,1616,676,1.0,0
Kayla Evans,4246,917,4.0,0
Kayla Fitzgerald,2725,743,2.0,0
Kayla Fox,7611,1283,4.0,0
Kayla Freeman,3375,1287,3.0,0
Kayla Garcia,394,793,0.0,0
Kayla Gonzalez,8734,978,2.0,1
Kayla Good,3107,1076,2.0,0
Kayla Gray,5434,1165,2.0,0
Kayla Gutierrez,1545,943,2.0,0
Kayla Hanson,3118,831,2.0,0
Kayla Hebert,4680,858,4.0,0
Kayla Hernandez,4721,1303,2.0,0
Kayla Holmes,1807,1273,1.0,1
Kayla Hubbard,4982,1262,2.0,1
Kayla Humphrey,5620,1214,2.0,0
Kayla Hunt,5068,1240,2.0,0
Kayla Hutchinson,9243,1209,6.0,0
Kayla Ibarra,6589,1344,3.0,0
Kayla Jackson,1974,945,2.0,0
Kayla Jacobs,1307,1233,4.0,0
Kayla James,5011,1211,3.0,0
Kayla Jensen,3986,990,1.0,1
Kayla Johnson,13407,1323,4.0,1
Kayla Jones,1331,721,1.0,1
Kayla Jones PhD,6763,840,3.0,1
Kayla Keller,3362,1251,6.0,0
Kayla Kelly,9047,1241,3.0,0
Kayla Kemp,5633,1013,2.0,0
Kayla King,4454,1205,5.0,0
Kayla Knox,4256,1205,1.0,0
Kayla Lee,6527,1294,4.0,1
Kayla Lewis,4817,1042,3.0,0
Kayla Mack,5981,1223,2.0,0
Kayla Martin,1502,998,1.0,1
Kayla Martinez DVM,4609,811,3.0,1
Kayla Martinez MD,6247,1067,1.0,0
Kayla Mathews,3240,496,1.0,1
Kayla Maynard,6967,1257,3.0,0
Kayla Mcclain,3974,877,0.0,1
Kayla Medina,4757,1327,3.0,0
Kayla Miles,549,921,2.0,1
Kayla Miller,6787,1209,2.0,1
